Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,PLR_ID,PLR_NAME,BEZ,STAND,GROESSE_M2,latitude,longitude
,,,,,,-1,0,-1,,,04501040,Hindemithplatz,04,01.01.2021,303195.68,52.5033306,13.3079856
,,,,,,-1,0,-1,,,09502042,Mittelheide,09,01.01.2021,3196164.766,51.4753889,12.9638048
,,,,,,-1,0,-1,,,11100204,Falkenberg West,11,01.01.2021,776048.199,48.1575857,11.5805628
,,,,,,-1,0,-1,,,03400827,Trelleborger Viertel,03,01.01.2021,413274.686,,
,,,,,,-1,0,-1,,,02100102,Mehringplatz,02,01.01.2021,624461.329,52.498975,13.3917671
,,,,,,-1,0,-1,,,08100105,Silbersteinstraße,08,01.01.2021,463906.1,52.465647,13.4252949
,,,,,,-1,0,-1,,,07601341,Diedersdorfer Weg,07,01.01.2021,3913431.257,52.4045029,13.3618712
,,,,,,-1,0,-1,,,08200623,Park am Buschkrug,08,01.01.2021,1179315.735,52.4539816,13.4490753
,,,,,,-1,0,-1,,,06200422,Oberhofer Platz,06,01.01.2021,1367505.195,52.4249748,13.3280582
,,,,,,-1,0,-1,,,11400927,Victoriastadt,11,01.01.2021,374092.568,52.5046552,13.4781277
,,,,,,-1,0,-1,,,02500729,Pettenkofer Straße,02,01.01.2021,322475.261,52.5148294,13.4733875
,,,,,,-1,0,-1,,,01200625,Lübecker Straße,01,01.01.2021,325102.799,53.5598267,10.0286959
,,,,,,-1,0,-1,,,09200511,Griechischer Park,09,01.01.2021,1358629.737,52.4641223,13.5195929
,,,,,,-1,0,-1,,,10400940,Elsensee,10,01.01.2021,3163866.811,53.08529,17.76219
,,,,,,-1,0,-1,,,12500824,Ziekowstraße/Freie Scholle,12,01.01.2021,2227998.67,,
,,,,,,-1,0,-1,,,06400737,Nikolassee,06,01.01.2021,16490237.83,52.4262495,13.1981446
,,,,,,-1,0,-1,,,09200715,Wista,09,01.01.2021,2671176.226,5.671667,-7.648056
,,,,,,-1,0,-1,,,08200728,Ortolanweg,08,01.01.2021,1186449.651,52.4381206,13.4718036
,,,,,,-1,0,-1,,,08401243,Alt-Rudow,08,01.01.2021,2508146.136,52.4192041,13.49364
,,,,,,-1,0,-1,,,02200208,Rathaus Yorckstraße,02,01.01.2021,428884.992,52.2641266,13.535944
,,,,,,-1,0,-1,,,08300935,Gropiusstadt Süd-West,08,01.01.2021,677332.441,5.5,10.66667
,,,,,,-1,0,-1,,,08200727,Parchimer Allee Süd,08,01.01.2021,1156772.864,47.28495,8.56954
,,,,,,-1,0,-1,,,01401043,Antonstraße,01,01.01.2021,298918.993,51.0640318,13.7383684
,,,,,,-1,0,-1,,,12100206,Humboldtstraße,12,01.01.2021,759312.269,53.0751631,8.8242255
,,,,,,-1,0,-1,,,11300620,Fennpfuhl Ost,11,01.01.2021,556757.31,51.21551,2.927
,,,,,,-1,0,-1,,,01100311,Karl-Marx-Allee,01,01.01.2021,807957.752,52.518211,13.4295648
,,,,,,-1,0,-1,,,12100101,Letteplatz,12,01.01.2021,780562.753,52.5637071,13.3712928
,,,,,,-1,0,-1,,,04501042,Breitscheidplatz,04,01.01.2021,603711.632,52.5049676,13.335294
,,,,,,-1,0,-1,,,01100101,Stülerstraße,01,01.01.2021,366928.828,52.5096842,13.3514465
,,,,,,-1,0,-1,,,03300413,Karow Ost,03,01.01.2021,1864269.616,52.6004763,13.4682918
,,,,,,-1,0,-1,,,09200716,Dörpfeldstraße West,09,01.01.2021,947773.086,5.5,10.66667
,,,,,,-1,0,-1,,,08200730,Handwerker-Siedlung,08,01.01.2021,1376447.005,51.1180099,7.3873215
,,,,,,-1,0,-1,,,01401048,Leopoldplatz,01,01.01.2021,408306.36,52.5463833,13.3591672
,,,,,,-1,0,-1,,,03400619,Wilhelmsruh,03,01.01.2021,2169591.462,52.5880115,13.3622059
,,,,,,-1,0,-1,,,12500927,Wittenau Nord,12,01.01.2021,2494674.422,52.6017296,13.3187893
,,,,,,-1,0,-1,,,03200204,Blankenfelde,03,01.01.2021,13067860.48,52.3384429,13.4153952
,,,,,,-1,0,-1,,,10400941,Pilgramer Straße,10,01.01.2021,3690997.15,52.5016648,13.6205917
,,,,,,-1,0,-1,,,08100101,Hasenheide,08,01.01.2021,866353.168,48.1942381,11.2502197
,,,,,,-1,0,-1,,,11300616,Hohenschönhausener Straße,11,01.01.2021,416963.688,,
